original_index	real_search	ingredient	search_title	page_title	description	page_url
2573		Pickled Sausage	Pickled Sausage	Sausage	A sausage is a food usually made from ground meat with a skin around it.	http://en.wikipedia.org/wiki/Sausage
2763		Turkey Sausage	Turkey Sausage	Sausage	A sausage is a food usually made from ground meat with a skin around it.	http://en.wikipedia.org/wiki/Sausage
1736		Sausage Gravy	Sausage Gravy	Sausage gravy	Sausage gravy is a traditional Southern breakfast dish.	http://en.wikipedia.org/wiki/Sausage_gravy
1738	Sauternes (wine)	Sauternes	Sauternes	Sauternes (wine)	Sauternes is a French sweet wine from the Sauternais region of the Graves section in Bordeaux.	http://en.wikipedia.org/wiki/Sauternes_(wine)
1739		Savoy Cabbage	Savoy Cabbage	Savoy cabbage	Savoy cabbage (Brassica oleracea var.	http://en.wikipedia.org/wiki/Savoy_cabbage
1740		Savoy Cabbage	Savoy Cabbage	Savoy cabbage	Savoy cabbage (Brassica oleracea var.	http://en.wikipedia.org/wiki/Savoy_cabbage
1741		Savoy Cabbage	Savoy Cabbage	Savoy cabbage	Savoy cabbage (Brassica oleracea var.	http://en.wikipedia.org/wiki/Savoy_cabbage
1948	Scallion	Tokyo Scallions	Scallions 	Scallion	A scallion is one of various Allium species, all of which have hollow green leaves (like the common onion), but which lack a fully developed root bulb. 	http://en.wikipedia.org/wiki/Scallion
1949	Scallion	Tokyo Scallions	Scallions 	Scallion	A scallion is one of various Allium species, all of which have hollow green leaves (like the common onion), but which lack a fully developed root bulb. 	http://en.wikipedia.org/wiki/Scallion
1950	Scallion	Tokyo Scallions	Scallions 	Scallion	A scallion is one of various Allium species, all of which have hollow green leaves (like the common onion), but which lack a fully developed root bulb. 	http://en.wikipedia.org/wiki/Scallion
1198	Scallop	Live Diver Scallops	Live Diver Scallops	Scallop	A scallop (/ˈskɒləp/ or /ˈskæləp/; from Old French escalope, meaning "shell") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. 	http://en.wikipedia.org/wiki/Scallop
1742		Scallops	Scallops	Scallop	A scallop (/ˈskɒləp/ or /ˈskæləp/; from Old French escalope, meaning "shell") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. 	http://en.wikipedia.org/wiki/Scallop
1743		Scallops	Scallops	Scallop	A scallop (/ˈskɒləp/ or /ˈskæləp/; from Old French escalope, meaning "shell") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. 	http://en.wikipedia.org/wiki/Scallop
2325		Diver Scallops	Diver Scallops	Scallop	A scallop (/ˈskɒləp/ or /ˈskæləp/; from Old French escalope, meaning "shell") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. 	http://en.wikipedia.org/wiki/Scallop
2671		Scallops	Scallops	Scallop	A scallop (/ˈskɒləp/ or /ˈskæləp/; from Old French escalope, meaning "shell") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. 	http://en.wikipedia.org/wiki/Scallop
2672		Scallops	Scallops	Scallop	A scallop (/ˈskɒləp/ or /ˈskæləp/; from Old French escalope, meaning "shell") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. 	http://en.wikipedia.org/wiki/Scallop
2673		Scallops	Scallops	Scallop	A scallop (/ˈskɒləp/ or /ˈskæləp/; from Old French escalope, meaning "shell") is a common name applied to many species of marine bivalve mollusks in the family Pectinidae, the scallops. 	http://en.wikipedia.org/wiki/Scallop
511		Cinnamon Schnapps	Cinnamon Schnapps	Schnapps	Schnapps (/ʃnɑːps/ or /ʃnæps/; [ʃnaps] ( )) is a term that refers to any kind of strong alcoholic beverage.	http://en.wikipedia.org/wiki/Schnapps
2166	Scone	Blueberry Scones	Blueberry Scones	Scone	A scone is a single-serving cake or quick bread.	http://en.wikipedia.org/wiki/Scone
1744		Scotch Whisky	Scotch Whisky	Scotch whisky	Scotch whisky, often simply called Scotch, is malt whisky or grain whisky made in Scotland. 	http://en.wikipedia.org/wiki/Scotch_whisky
1745		Scotch Whisky	Scotch Whisky	Scotch whisky	Scotch whisky, often simply called Scotch, is malt whisky or grain whisky made in Scotland. 	http://en.wikipedia.org/wiki/Scotch_whisky
1747		Scrapple	Scrapple	Scrapple	Scrapple, also known by the Pennsylvania Dutch name pon haus, is traditionally a mush of pork scraps and trimmings combined with cornmeal and wheat flour, often buckwheat flour, and spices. 	http://en.wikipedia.org/wiki/Scrapple
2676		Sea Cucumber	Sea Cucumber	Sea cucumber	Sea cucumbers are echinoderms from the class Holothuroidea.	http://en.wikipedia.org/wiki/Sea_cucumber
1751		Sea Urchin	Sea Urchin	Sea urchin	Sea urchins or urchins, sometimes called sea hedgehogs, are small, spiny, globular animals which, with their close kin, such as sand dollars, constitute the class Echinoidea of the echinoderm phylum. 	http://en.wikipedia.org/wiki/Sea_urchin
1752		Sea Urchin	Sea Urchin	Sea urchin	Sea urchins or urchins, sometimes called sea hedgehogs, are small, spiny, globular animals which, with their close kin, such as sand dollars, constitute the class Echinoidea of the echinoderm phylum. 	http://en.wikipedia.org/wiki/Sea_urchin
1753		Sea Urchin	Sea Urchin	Sea urchin	Sea urchins or urchins, sometimes called sea hedgehogs, are small, spiny, globular animals which, with their close kin, such as sand dollars, constitute the class Echinoidea of the echinoderm phylum. 	http://en.wikipedia.org/wiki/Sea_urchin
1985	Sea urchin	Uni	Uni	Sea urchin	Sea urchins or urchins, sometimes called sea hedgehogs, are small, spiny, globular animals which, with their close kin, such as sand dollars, constitute the class Echinoidea of the echinoderm phylum. 	http://en.wikipedia.org/wiki/Sea_urchin
1765		Serrano Peppers	Serrano Peppers	Serrano pepper	The serrano pepper (Capsicum annuum) is a type of chili pepper that originated in the mountainous regions of the Mexican states of Puebla and Hidalgo.	http://en.wikipedia.org/wiki/Serrano_pepper
1768		Sesame Seeds	Sesame Seeds	Sesame	Sesame (/ˈsɛsəmiː/; Sesamum indicum) is a flowering plant in the genus Sesamum.	http://en.wikipedia.org/wiki/Sesame
1769		Sesame Seeds	Sesame Seeds	Sesame	Sesame (/ˈsɛsəmiː/; Sesamum indicum) is a flowering plant in the genus Sesamum.	http://en.wikipedia.org/wiki/Sesame
1770		Sesame Seeds	Sesame Seeds	Sesame	Sesame (/ˈsɛsəmiː/; Sesamum indicum) is a flowering plant in the genus Sesamum.	http://en.wikipedia.org/wiki/Sesame
1767		Sesame Seed Candy	Sesame Seed Candy	Sesame seed candy	"Sesame candy may also refer to sesame halva.
"	http://en.wikipedia.org/wiki/Sesame_seed_candy
2680		Sesame Candies	Sesame Candies	Sesame seed candy	"Sesame candy may also refer to sesame halva.
"	http://en.wikipedia.org/wiki/Sesame_seed_candy
1771		Sfogliatelle	Sfogliatelle	Sfogliatelle	Sfogliatelle (Italian pronunciation: [sfɔʎʎaˈtɛlle], singular: sfogliatella), are shell-shaped filled pastries native to Italian cuisine. 	http://en.wikipedia.org/wiki/Sfogliatelle
1772		Shad Roe	Shad Roe	Shad	The shads or river herrings make up the genus Alosa, fish related to herring in the family Clupeidae. 	http://en.wikipedia.org/wiki/Shad
2470		Lamb Shawarma	Lamb Shawarma	Shawarma	Shawarma (Arabic: شاورما‎ / ALA-LC: shāwarmā) is a Turkish meat preparation, where lamb, chicken, turkey, beef, veal, or mixed meats are placed on a spit (commonly a vertical spit in restaurants), and may be grilled for as long as a day. 	http://en.wikipedia.org/wiki/Shawarma
2361		Fino Sherry	Fino Sherry	Sherry	Sherry (English /ˈʃɛri/, Spanish: Jerez [xeˈɾeθ] or [xeˈɾes]) is a fortified wine made from white grapes that are grown near the town of Jerez de la Frontera in Andalusia, Spain. 	http://en.wikipedia.org/wiki/Sherry
703		Dried Shiitake Mushrooms	Dried Shiitake Mushrooms	Shiitake	The Shiitake (Lentinula edodes) is an edible mushroom native to East Asia, which is cultivated and consumed in many Asian countries. 	http://en.wikipedia.org/wiki/Shiitake
1035		Hon-shimeji Mushrooms	Hon-shimeji Mushrooms	Shimeji	Shimeji (Japanese language：シメジ, 占地) is a group of edible mushrooms native to East Asia, but also found in northern Europe. 	http://en.wikipedia.org/wiki/Shimeji
1780		Shishito Peppers	Shishito Peppers	Shishito	"Shishito pepper (獅子唐辛子, Shishitōgarashi?) is a sweet, Japanese variety of the species Capsicum annuum.
"	http://en.wikipedia.org/wiki/Shishito
1781		Shishito Peppers	Shishito Peppers	Shishito	"Shishito pepper (獅子唐辛子, Shishitōgarashi?) is a sweet, Japanese variety of the species Capsicum annuum.
"	http://en.wikipedia.org/wiki/Shishito
2682		Shishito Peppers	Shishito Peppers	Shishito	"Shishito pepper (獅子唐辛子, Shishitōgarashi?) is a sweet, Japanese variety of the species Capsicum annuum.
"	http://en.wikipedia.org/wiki/Shishito
1783		Short Ribs	Short Ribs	Short ribs	Short ribs (UK cut: Thin Rib) (Commonly known in UK as 'Jacob's Ladder' ) are a popular cut of beef.	http://en.wikipedia.org/wiki/Short_ribs
2461	Short ribs	Korean-style Short Ribs	Korean-style Short Ribs	Short ribs	Short ribs (UK cut: Thin Rib) (Commonly known in UK as 'Jacob's Ladder' ) are a popular cut of beef.	http://en.wikipedia.org/wiki/Short_ribs
2462	Short ribs	Korean-style Short Ribs	Korean-style Short Ribs	Short ribs	Short ribs (UK cut: Thin Rib) (Commonly known in UK as 'Jacob's Ladder' ) are a popular cut of beef.	http://en.wikipedia.org/wiki/Short_ribs
2684		Short Ribs	Short Ribs	Short ribs	Short ribs (UK cut: Thin Rib) (Commonly known in UK as 'Jacob's Ladder' ) are a popular cut of beef.	http://en.wikipedia.org/wiki/Short_ribs
1784		Shortbread Cookies	Shortbread Cookies	Shortbread	Shortbread is a type of biscuit ("cookie" in American English) which is traditionally made from one part white sugar, two parts butter, and three parts flour (by weight). 	http://en.wikipedia.org/wiki/Shortbread
1785		Shortbread Cookies	Shortbread Cookies	Shortbread	Shortbread is a type of biscuit ("cookie" in American English) which is traditionally made from one part white sugar, two parts butter, and three parts flour (by weight). 	http://en.wikipedia.org/wiki/Shortbread
2136		Beef Shoulder	Beef Shoulder	Shoulder tender	A shoulder tender also called beef shoulder petite tender, beef shoulder tender petite roast, bistro filet, rat or teres major steak is a US cut of beef of the teres major muscle from the blade of the shoulder (chuck). 	http://en.wikipedia.org/wiki/Shoulder_tender
2137		Beef Shoulder	Beef Shoulder	Shoulder tender	A shoulder tender also called beef shoulder petite tender, beef shoulder tender petite roast, bistro filet, rat or teres major steak is a US cut of beef of the teres major muscle from the blade of the shoulder (chuck). 	http://en.wikipedia.org/wiki/Shoulder_tender
2138		Beef Shoulder	Beef Shoulder	Shoulder tender	A shoulder tender also called beef shoulder petite tender, beef shoulder tender petite roast, bistro filet, rat or teres major steak is a US cut of beef of the teres major muscle from the blade of the shoulder (chuck). 	http://en.wikipedia.org/wiki/Shoulder_tender
354	Shrimp	Canned Shrimp	Canned Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
1103		Jumbo Shrimp	Jumbo Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
1104		Jumbo Shrimp	Jumbo Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
2447		Jumbo Shrimp	Jumbo Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
2448		Jumbo Shrimp	Jumbo Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
2449		Jumbo Shrimp	Jumbo Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
2685		Shrimp	Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
2686		Shrimp	Shrimp	Shrimp	The term shrimp is used to refer to some decapod crustaceans, although the exact animals covered can vary. 	http://en.wikipedia.org/wiki/Shrimp
1017	Shrimp (food)	Head-on Shrimp	Head-on Shrimp	Shrimp (food)	Shrimp and prawn are important types of seafood that are consumed worldwide.	http://en.wikipedia.org/wiki/Shrimp_(food)
1789		Shrimp Paste	Shrimp Paste	Shrimp paste	Shrimp paste or shrimp sauce, is a common ingredient used in Southeast Asian and Southern Chinese cuisine. 	http://en.wikipedia.org/wiki/Shrimp_paste
2531		Mutton Chops	Mutton Chops	Sideburns	Sideburns, sideboards, or side whiskers are patches of facial hair grown on the sides of the face, extending from the hairline to below the ears and worn with an unbearded chin. 	http://en.wikipedia.org/wiki/Sideburns
181		Black Chicken	Black Chicken	Silkie	The Silkie (sometimes alternatively spelled Silky) is a breed of chicken named for its atypically fluffy plumage, which is said to feel like silk. 	http://en.wikipedia.org/wiki/Silkie
2151		Black Chicken	Black Chicken	Silkie	The Silkie (sometimes alternatively spelled Silky) is a breed of chicken named for its atypically fluffy plumage, which is said to feel like silk. 	http://en.wikipedia.org/wiki/Silkie
1791		Single Malt Whiskey	Single Malt Whiskey	Single malt whisky	"Single malt whisky is a whisky made at one particular distillery from a mash that uses only malted grain, ordinarily barley.
"	http://en.wikipedia.org/wiki/Single_malt_whisky
2688		Skate	Skate	Skate	Skates are cartilaginous fish belonging to the family Rajidae in the superorder Batoidea of rays.	http://en.wikipedia.org/wiki/Skate
1792		Skim Milk	Skim Milk	Skimmed milk	"Skimmed milk (United Kingdom and Canada), or skim milk (United States of America, Australia, and Canada), is made when all the cream (also called milkfat) is removed from whole milk.
"	http://en.wikipedia.org/wiki/Skimmed_milk
1793		Skirt Steak	Skirt Steak	Skirt steak	Skirt steak is a cut of beef steak from the plate.	http://en.wikipedia.org/wiki/Skirt_steak
1794		Skirt Steak	Skirt Steak	Skirt steak	Skirt steak is a cut of beef steak from the plate.	http://en.wikipedia.org/wiki/Skirt_steak
2689		Skirt Steak	Skirt Steak	Skirt steak	Skirt steak is a cut of beef steak from the plate.	http://en.wikipedia.org/wiki/Skirt_steak
865		Fruit-flavored Candy	Fruit-flavored Candy	Skittles (confectionery)	Skittles is a brand of fruit-flavoured sweets, currently produced and marketed by the Wm. 	http://en.wikipedia.org/wiki/Skittles_(confectionery)
2690		Skordalia	Skordalia	Skordalia	Skordalia or skordhalia/skorthalia (σκορδαλιά [skorðaˈʎa]; in Greek also called αλιάδα 'aliada/aliatha) is a thick puree (or sauce, dip, spread, etc.) in Greek cuisine made by combining crushed garlic with a bulky base—which may be a purée of potatoes, walnuts, almonds, or liquid-soaked stale bread—and then beating in olive oil to make a smooth emulsion. 	http://en.wikipedia.org/wiki/Skordalia
2488	Slim Fast	Liquid Breakfast Drink	Liquid Breakfast Drink	Slim Fast	Slim•Fast is a brand of shakes, bars, snacks, packaged meals, and other dietary supplement foods sold in the U.S., UK, Ireland, Canada, France, Germany, Iceland and Latin America by Unilever. 	http://en.wikipedia.org/wiki/Slim_Fast
355	Sloppy joe	Canned Sloppy Joe Filling	Canned Sloppy Joe Filling	Sloppy joe	A sloppy joe is a sandwich, originating in the United States, consisting of ground beef, onions, tomato sauce or ketchup and other seasonings, served on a hamburger bun. 	http://en.wikipedia.org/wiki/Sloppy_joe
1718		Salmon Fillets	Salmon Fillets	Smoked salmon	Smoked salmon is a preparation of salmon, typically a fillet that has been cured and hot or cold smoked. 	http://en.wikipedia.org/wiki/Smoked_salmon
1719		Salmon Fillets	Salmon Fillets	Smoked salmon	Smoked salmon is a preparation of salmon, typically a fillet that has been cured and hot or cold smoked. 	http://en.wikipedia.org/wiki/Smoked_salmon
1806		Smoked Salmon	Smoked Salmon	Smoked salmon	Smoked salmon is a preparation of salmon, typically a fillet that has been cured and hot or cold smoked. 	http://en.wikipedia.org/wiki/Smoked_salmon
1808		Snap Peas	Snap Peas	Snap pea	Snap peas (Pisum sativum var.	http://en.wikipedia.org/wiki/Snap_pea
1809		Snap Peas	Snap Peas	Snap pea	Snap peas (Pisum sativum var.	http://en.wikipedia.org/wiki/Snap_pea
2701		Snow Cones	Snow Cones	Snow cone	Snow cones are a variation of the shaved ice dessert commonly served throughout North America in paper cones or foam cups.	http://en.wikipedia.org/wiki/Snow_cone
1810		Soba Noodles	Soba Noodles	Soba	Soba (そば or 蕎麦?) is the Japanese name for buckwheat.	http://en.wikipedia.org/wiki/Soba
1811		Soba Noodles	Soba Noodles	Soba	Soba (そば or 蕎麦?) is the Japanese name for buckwheat.	http://en.wikipedia.org/wiki/Soba
1813		Sofrito	Sofrito	Sofrito	"Not to be confused with Italian Soffritto, which is a kind of Mirepoix.
"	http://en.wikipedia.org/wiki/Sofrito
1816		Soft-shell Crabs	Soft-shell Crabs	Soft-shell crab	Soft-shell crab is a culinary term for crabs which have recently molted their old exoskeleton and are still soft.	http://en.wikipedia.org/wiki/Soft-shell_crab
1818		Soft-shell Crabs	Soft-shell Crabs	Soft-shell crab	Soft-shell crab is a culinary term for crabs which have recently molted their old exoskeleton and are still soft.	http://en.wikipedia.org/wiki/Soft-shell_crab
2702		Soft-shell Crabs	Soft-shell Crabs	Soft-shell crab	Soft-shell crab is a culinary term for crabs which have recently molted their old exoskeleton and are still soft.	http://en.wikipedia.org/wiki/Soft-shell_crab
1409		Pepino Melon	Pepino Melon	Solanum muricatum	This page is about the Solanum muricatum described by William Aiton. S.	http://en.wikipedia.org/wiki/Solanum_muricatum
2360		Fillet of Sole	Fillet of Sole	Sole meunière	Sole meunière is a classic French dish consisting of sole, whole or fillet, that is dredged in milk and flour, fried in butter and served with the resulting brown butter sauce and lemon. 	http://en.wikipedia.org/wiki/Sole_meuni%C3%A8re
2703		Soppressata	Soppressata	Soppressata	Soppressata is an Italian dry salami.	http://en.wikipedia.org/wiki/Soppressata
1181		Lemon Sorbet	Lemon Sorbet	Sorbet	"Sorbet /sɔrˈbeɪ/ is a frozen dessert made from sweetened water with flavouring (typically fruit juice or fruit purée, wine, and/or liqueur).
"	http://en.wikipedia.org/wiki/Sorbet
1340	Sorbet	Orange Sherbet	Orange Sherbet	Sorbet	"Sorbet /sɔrˈbeɪ/ is a frozen dessert made from sweetened water with flavouring (typically fruit juice or fruit purée, wine, and/or liqueur).
"	http://en.wikipedia.org/wiki/Sorbet
1819		Sorghum Flour	Sorghum Flour	Sorghum	Sorghum is a genus of grasses with about 30 species, one of which is raised for grain and many of which are used as fodder plants, either cultivated or as part of pasture. 	http://en.wikipedia.org/wiki/Sorghum
1821		Sorrel	Sorrel	Sorrel	"Narrow-leaved sorrel" and variants redirect here. 	http://en.wikipedia.org/wiki/Sorrel
2706		Sour Beer	Sour Beer	Sour beer	Sour beer is a beer style characterized by an intentionally acidic, tart, sour taste. 	http://en.wikipedia.org/wiki/Sour_beer
1823		Sour Cream	Sour Cream	Sour cream	Sour cream is a dairy product obtained by fermenting a regular cream with certain kinds of lactic acid bacteria.	http://en.wikipedia.org/wiki/Sour_cream
1824		Sour Cream	Sour Cream	Sour cream	Sour cream is a dairy product obtained by fermenting a regular cream with certain kinds of lactic acid bacteria.	http://en.wikipedia.org/wiki/Sour_cream
1825		Sour Cream	Sour Cream	Sour cream	Sour cream is a dairy product obtained by fermenting a regular cream with certain kinds of lactic acid bacteria.	http://en.wikipedia.org/wiki/Sour_cream
1826		Sour Cream	Sour Cream	Sour cream	Sour cream is a dairy product obtained by fermenting a regular cream with certain kinds of lactic acid bacteria.	http://en.wikipedia.org/wiki/Sour_cream
1827		Sour Cream	Sour Cream	Sour cream	Sour cream is a dairy product obtained by fermenting a regular cream with certain kinds of lactic acid bacteria.	http://en.wikipedia.org/wiki/Sour_cream
2709		Sourdough Bread	Sourdough Bread	Sourdough	Sourdough is a bread product made by a long fermentation of dough using naturally occurring lactobacilli and yeasts.	http://en.wikipedia.org/wiki/Sourdough
2417		Guanabana Nectar	Guanabana Nectar	Soursop	Soursop is the fruit of Annona muricata, a broadleaf, flowering, evergreen tree native to Mexico, Cuba, Central America, the Caribbean, and northern South America, primarily Colombia, Brazil, Peru, Ecuador, and Venezuela. 	http://en.wikipedia.org/wiki/Soursop
1832		Soy Sauce	Soy Sauce	Soy sauce	Soy sauce (also called soya sauce) is a condiment made from a fermented paste of boiled soybeans, roasted grain, brine, and Aspergillus oryzae or Aspergillus sojae molds. 	http://en.wikipedia.org/wiki/Soy_sauce
1833		Soy Sauce	Soy Sauce	Soy sauce	Soy sauce (also called soya sauce) is a condiment made from a fermented paste of boiled soybeans, roasted grain, brine, and Aspergillus oryzae or Aspergillus sojae molds. 	http://en.wikipedia.org/wiki/Soy_sauce
2487		Liquid Aminos	Liquid Aminos	Soy sauce	Soy sauce (also called soya sauce) is a condiment made from a fermented paste of boiled soybeans, roasted grain, brine, and Aspergillus oryzae or Aspergillus sojae molds. 	http://en.wikipedia.org/wiki/Soy_sauce
1834		Spaghetti Squash	Spaghetti Squash	Spaghetti squash	The spaghetti squash (Cucurbita pepo var.	http://en.wikipedia.org/wiki/Spaghetti_squash
356		Canned Spaghetti	Canned Spaghetti	SpaghettiOs	SpaghettiOs is an American brand of canned spaghetti featuring circular pasta shapes in a cheese and tomato sauce — and marketed to parents as 'less messy' than regular spaghetti.	http://en.wikipedia.org/wiki/SpaghettiOs
357		Canned Spiced Ham	Canned Spiced Ham	Spam (food)	Spam is a canned precooked meat product made by the Hormel Foods Corporation, first introduced in 1937. The labeled ingredients in the classic variety of Spam are chopped pork shoulder meat, with ham meat added, salt, water, modified potato starch as a binder, sugar, and sodium nitrite as a preservative. 	http://en.wikipedia.org/wiki/Spam_(food)
2711		Spanish Tortilla	Spanish Tortilla	Spanish omelette	"The Tortilla Española, referred to in the English language as Tortilla, Spanish Omelette, is a typical Spanish dish consisting of a thick egg omelette made with potatoes fried in olive oil.
"	http://en.wikipedia.org/wiki/Spanish_omelette
1838		Sparkling Wine	Sparkling Wine	Sparkling wine	Sparkling wine is a wine with significant levels of carbon dioxide in it making it fizzy.	http://en.wikipedia.org/wiki/Sparkling_wine
2710		Spaetzle	Spaetzle	Spätzle	"Spätzle [ˈʃpɛtslə] ( ) (Swabian diminutive of Spatz, thus literally ""little sparrow"", also Spätzli or Chnöpfli in Switzerland or Knöpfle or Hungarian nokedli or galuska) are a type of egg noodle or dumpling of soft texture found in the cuisines of southern Germany and of Austria, Switzerland, Hungary, Alsace and South Tyrol.
"	http://en.wikipedia.org/wiki/Sp%C3%A4tzle
1839		Speck	Speck	Speck	Speck is an English word meaning "fat" or "blubber", attested since the early 17th century. 	http://en.wikipedia.org/wiki/Speck
2713		Speck	Speck	Speck	Speck is an English word meaning "fat" or "blubber", attested since the early 17th century. 	http://en.wikipedia.org/wiki/Speck
2714		Speck	Speck	Speck	Speck is an English word meaning "fat" or "blubber", attested since the early 17th century. 	http://en.wikipedia.org/wiki/Speck
1840		Speculoos	Speculoos	Speculoos	Speculaas (Dutch: Speculaas Dutch pronunciation: [spekyˈlaːs], French: spéculoos, German: Spekulatius) is a type of spiced shortcrust biscuit, traditionally baked for consumption on or just before St Nicholas' feast in the Netherlands (December 5), Belgium (December 6), and around Christmas in Germany. 	http://en.wikipedia.org/wiki/Speculoos
610	Spinach	Creamed Spinach	Creamed Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
1578	Spinach	Purple Spinach	Purple Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
1843		Spinach	Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
1844		Spinach	Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
1845		Spinach	Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
1846		Spinach	Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
1847		Spinach	Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
2715		Spinach	Spinach	Spinach	Spinach (Spinacia oleracea) is an edible flowering plant in the family of Amaranthaceae.	http://en.wikipedia.org/wiki/Spinach
1849	Spirulina (dietary supplement)	Spirulina	Spirulina	Spirulina (dietary supplement)	"Spirulina is a cyanobacterium that can be consumed by humans and other animals and is made primarily from two species of cyanobacteria: Arthrospira platensis and Arthrospira maxima.
"	http://en.wikipedia.org/wiki/Spirulina_(dietary_supplement)
433	Spoon sweets	Cherry Spoon Fruit	Cherry Spoon Fruit	Spoon sweets	Spoon sweets are sweet preserves, served in a spoon as a gesture of hospitality in Greece, the Balkans, parts of the Middle East, and Russia. 	http://en.wikipedia.org/wiki/Spoon_sweets
1851		Spoon Fruit	Spoon Fruit	Spoon sweets	Spoon sweets are sweet preserves, served in a spoon as a gesture of hospitality in Greece, the Balkans, parts of the Middle East, and Russia. 	http://en.wikipedia.org/wiki/Spoon_sweets
1853	Squab (food)	Squab	Squab	Squab (food)	In culinary terminology, squab is a young domestic pigeon or its meat. 	http://en.wikipedia.org/wiki/Squab_(food)
1854	Squab (food)	Squab	Squab	Squab (food)	In culinary terminology, squab is a young domestic pigeon or its meat. 	http://en.wikipedia.org/wiki/Squab_(food)
1855	Squab (food)	Squab	Squab	Squab (food)	In culinary terminology, squab is a young domestic pigeon or its meat. 	http://en.wikipedia.org/wiki/Squab_(food)
2717	Squab (food)	Squab	Squab	Squab (food)	In culinary terminology, squab is a young domestic pigeon or its meat. 	http://en.wikipedia.org/wiki/Squab_(food)
1858		Squid	Squid	Squid	Squid are cephalopods of the order Teuthida, which comprises around 300 species. 	http://en.wikipedia.org/wiki/Squid
1859		Squid	Squid	Squid	Squid are cephalopods of the order Teuthida, which comprises around 300 species. 	http://en.wikipedia.org/wiki/Squid
309		Calamari	Calamari	Squid (food)	"Squid is a popular food in many parts of the world.
"	http://en.wikipedia.org/wiki/Squid_(food)
2059	Squid (food)	Whole Calamari	Whole Calamari	Squid (food)	"Squid is a popular food in many parts of the world.
"	http://en.wikipedia.org/wiki/Squid_(food)
2204		Calamari	Calamari	Squid (food)	"Squid is a popular food in many parts of the world.
"	http://en.wikipedia.org/wiki/Squid_(food)
626	Stachys affinis	Crosnes	Chinese artichoke	Stachys affinis	Stachys affinis, the Chinese artichoke, chorogi, knotroot, artichoke betony, or crosne, is a perennial herbaceous plant of the family Lamiaceae. 	http://en.wikipedia.org/wiki/Stachys_affinis
627	Stachys affinis	Crosnes	Chinese artichoke	Stachys affinis	Stachys affinis, the Chinese artichoke, chorogi, knotroot, artichoke betony, or crosne, is a perennial herbaceous plant of the family Lamiaceae. 	http://en.wikipedia.org/wiki/Stachys_affinis
2604		Prime Rib	Prime Rib	Standing rib roast	A standing rib roast, also known as prime rib, is a cut of beef from the primal rib, one of the eight primal cuts of beef. 	http://en.wikipedia.org/wiki/Standing_rib_roast
2718		Standing Rib Roast	Standing Rib Roast	Standing rib roast	A standing rib roast, also known as prime rib, is a cut of beef from the primal rib, one of the eight primal cuts of beef. 	http://en.wikipedia.org/wiki/Standing_rib_roast
2736		Swordfish Steaks	Swordfish Steaks	Steak	A steak (from Old Norse steik, "roast") is generally a cut of beef sliced perpendicular to the muscle fibers, or of fish cut perpendicular to the spine. 	http://en.wikipedia.org/wiki/Steak
1176		Leftover Steamed Rice	Leftover Steamed Rice	Steamed rice	"Steamed rice refers to rice that has been cooked either by steaming or boiling.
"	http://en.wikipedia.org/wiki/Steamed_rice
